Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
106,James Silas\silasja01,PG,25,SAA,82,,37.9,7.0,13.9,.509,0.0,0.0,.000,7.0,13.8,.510,.509,5.2,5.9,.885,0.9,2.9,3.8,4.9,1.4,0.2,2.8,2.8,19.3
107,Ralph Simpson\simpsra01,SG,25,DNA,82,,34.9,8.5,16.8,.505,0.0,0.1,.083,8.5,16.6,.509,.505,3.7,4.9,.754,1.3,3.5,4.8,5.4,2.0,0.2,3.8,2.6,20.6
108,Al Skinner\skinnal01,SG,22,NYA,51,,15.2,2.5,5.2,.489,0.0,0.1,.333,2.5,5.2,.490,.491,1.4,1.8,.766,0.8,1.5,2.4,2.4,0.6,0.3,1.3,2.2,6.5
109,Al Smith\smithal01,PG,28,UTS,80,,25.5,2.8,7.3,.387,0.4,1.2,.362,2.4,6.1,.391,.416,2.0,2.4,.813,0.5,1.4,1.8,4.7,0.7,0.0,2.5,2.9,8.0
110,Willie Sojourner\sojouwi01,C,26,NYA,79,,12.9,2.0,4.1,.478,0.0,0.0,.333,1.9,4.1,.480,.480,0.6,0.9,.700,1.2,2.3,3.5,0.5,0.2,0.8,0.8,2.4,4.6
111,Brian Taylor\taylobr01,PG,23,NYA,79,,33.1,6.0,11.6,.513,0.1,0.6,.217,5.8,11.1,.529,.518,1.9,2.5,.765,1.1,1.8,2.9,3.6,2.8,0.3,1.9,2.7,14.0
112,Fatty Taylor\taylofa01,PG,28,DNA,76,,26.6,3.3,7.7,.428,0.1,0.3,.286,3.2,7.4,.434,.433,1.7,2.3,.750,1.1,1.8,2.9,4.4,2.3,0.2,3.3,3.1,8.4
113,Collis Temple\templco01,SF,22,SAA,24,,4.3,0.7,1.7,.415,0.0,0.0,.000,0.7,1.7,.425,.415,0.3,0.4,.800,0.6,0.7,1.3,0.6,0.2,0.2,0.5,1.2,1.8
114,Chuck Terry\terrych01,SF,24,SAA,79,,15.0,1.9,4.0,.473,0.0,0.1,.375,1.8,3.9,.475,.478,0.5,0.7,.736,1.0,1.8,2.7,0.9,0.5,0.0,0.5,1.8,4.3
115,Claude Terry\terrycl01,SF,25,DNA,70,,14.1,2.8,5.2,.530,0.1,0.4,.400,2.6,4.8,.540,.544,1.0,1.3,.761,0.8,1.2,2.0,1.6,0.5,0.0,1.1,1.2,6.7
116,Ronald Thomas\thomaro01,PF,24,KEN,79,,10.5,1.5,3.2,.449,0.0,0.0,.333,1.4,3.2,.451,.451,0.7,1.5,.479,1.6,2.2,3.8,0.6,0.6,0.2,0.9,1.7,3.6
117,Dave Twardzik\twardda01,PG,24,VIR,76,,35.3,4.7,8.6,.546,0.0,0.1,.167,4.7,8.6,.550,.547,4.2,5.1,.826,1.2,2.0,3.3,5.3,1.7,0.1,3.5,3.1,13.6
118,Jan van Breda Kolff\vanbrja01,SF,23,DNA,84,,19.5,1.8,4.1,.453,0.0,0.0,.000,1.8,4.0,.457,.453,2.1,2.5,.839,1.4,2.8,4.3,2.2,0.6,0.5,1.5,2.0,5.8
119,David Vaughn\vaughda01,C,22,VIR,83,,30.2,5.1,12.0,.423,0.0,0.0,.000,5.1,12.0,.424,.423,1.5,2.8,.546,3.3,7.4,10.8,1.6,1.0,1.5,2.3,3.3,11.7
120,Bob Warren\warrebo01,SG,28,SAA,71,,14.0,1.8,3.7,.479,0.0,0.1,.286,1.8,3.6,.484,.483,1.1,1.3,.846,0.6,1.0,1.6,1.3,0.5,0.1,1.0,1.5,4.7
121,Donald Washington\washido01,SF,22,DNA,50,,8.8,1.6,3.7,.432,0.0,0.0,.000,1.6,3.6,.436,.432,0.8,1.1,.679,0.8,1.0,1.8,0.6,0.2,0.4,1.0,1.8,3.9
122,Art Williams\williar01,PG,35,SDA,7,,12.7,1.1,1.7,.667,0.0,0.0,,1.1,1.7,.667,.667,0.0,0.0,,0.4,1.3,1.7,2.9,1.0,0.0,1.4,2.1,2.3
123,Chuck Williams\willich02,PG,28,MMS,81,,39.1,5.9,11.9,.494,0.1,0.3,.417,5.8,11.6,.496,.499,2.6,3.2,.815,0.7,2.0,2.7,7.1,1.4,0.2,2.1,2.0,14.5
124,Fly Williams\willifl01,SG,21,SSL,71,,17.5,4.2,9.1,.462,0.0,0.2,.143,4.2,8.9,.469,.463,1.0,1.4,.683,1.0,1.5,2.5,2.0,0.9,0.1,2.5,2.2,9.4
125,Hank Williams\williha01,SF,22,UTS,39,,11.6,1.8,4.2,.436,0.1,0.6,.136,1.7,3.6,.482,.445,0.5,0.6,.783,0.8,1.5,2.3,0.6,0.4,0.1,0.8,1.9,4.2
126,Milt Williams\willimi01,PG,29,SSL,4,,23.8,2.8,4.8,.579,0.0,0.0,,2.8,4.8,.579,.579,0.0,0.0,,1.0,2.3,3.3,3.0,2.5,0.0,2.5,2.5,5.5
127,John Williamson\willijo01,SG,23,NYA,75,,25.0,4.9,10.2,.482,0.0,0.2,.231,4.9,10.1,.486,.484,1.6,2.0,.837,0.7,1.3,2.0,2.6,0.8,0.3,2.0,2.5,11.5
128,Willie Wise\wisewi01,SF,27,VIR,16,,35.9,8.0,18.5,.432,0.1,0.3,.250,7.9,18.3,.435,.434,4.8,6.9,.694,2.0,4.4,6.4,3.4,1.6,0.2,2.8,3.1,20.9
129,Dennis Wuycik\wuycide01,SF,24,SSL,25,,8.8,1.4,3.0,.459,0.0,0.0,.000,1.4,2.9,.466,.459,0.4,0.8,.579,0.7,0.8,1.5,0.7,0.2,0.0,1.0,1.6,3.2
