Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
96,Rich Rinaldi\rinalri01,SG,24,NYA,5,28,12.6,.381,.071,.286,18.0,0.0,8.8,4.4,3.3,0.0,6.0,23.2,,0.0,0.0,0.0,.080,,-3.7,-0.1,-3.9,0.0
97,Red Robbins\robbire01,C,29,TOT,80,1627,14.7,.525,.023,.236,8.0,13.9,10.9,7.1,1.1,1.0,12.3,16.7,,2.3,1.5,3.7,.110,,0.2,-0.2,0.0,0.8
97,Red Robbins\robbire01,C,29,SDA,46,1012,15.2,.524,.021,.231,8.0,14.3,11.1,7.3,1.4,1.3,12.7,17.3,,1.3,0.8,2.1,.100,,0.2,-0.2,0.0,0.5
97,Red Robbins\robbire01,C,29,KEN,34,615,13.7,.528,.025,.244,8.1,13.2,10.7,6.7,0.6,0.6,11.5,15.8,,0.9,0.7,1.6,.128,,0.2,-0.3,0.0,0.3
98,Marv Roberts\roberma01,PF,24,TOT,74,1599,14.0,.494,.002,.274,10.3,13.8,12.0,10.2,1.4,0.2,13.0,18.8,,2.0,1.4,3.4,.101,,0.4,-1.0,-0.6,0.6
98,Marv Roberts\roberma01,PF,24,DNR,35,645,11.6,.494,.004,.262,8.7,11.7,10.2,9.6,0.9,0.2,15.4,18.7,,0.4,0.4,0.8,.062,,-1.1,-1.0,-2.1,0.0
98,Marv Roberts\roberma01,PF,24,CAR,39,954,15.6,.494,.000,.283,11.3,15.3,13.3,10.6,1.7,0.3,11.4,18.8,,1.6,1.0,2.5,.127,,1.5,-1.0,0.4,0.6
99,Flynn Robinson\robinfl01,SG,32,SDA,49,779,15.5,.494,.074,.168,3.2,6.0,4.6,19.8,1.3,0.1,10.3,22.9,,1.0,0.2,1.2,.074,,0.4,-1.1,-0.6,0.3
100,Ronnie Robinson\robinro01,PF,22,TOT,62,1170,10.6,.466,.003,.185,9.2,15.7,12.5,5.9,0.8,0.4,13.8,17.4,,0.2,0.5,0.7,.029,,-2.2,-1.8,-4.0,-0.6
100,Ronnie Robinson\robinro01,PF,22,UTS,22,308,9.1,.444,.000,.241,6.3,14.9,10.8,5.3,1.3,0.4,15.7,19.9,,-0.3,0.2,-0.1,-0.008,,-3.6,-1.6,-5.2,-0.3
100,Ronnie Robinson\robinro01,PF,22,MMT,40,862,11.2,.475,.004,.163,10.2,16.0,13.1,6.1,0.7,0.4,13.0,16.5,,0.5,0.3,0.8,.042,,-1.7,-1.9,-3.6,-0.3
101,Wilbert Robinson\robinwi01,SG,24,MMT,45,956,10.8,.451,.015,.167,3.0,5.6,4.3,20.4,2.6,0.5,17.6,22.4,,-0.5,0.3,-0.1,-0.006,,-3.4,-0.6,-3.9,-0.5
102,Dave Robisch\robisda01,C,24,DNR,84,2469,18.5,.538,.000,.433,8.5,20.5,14.4,8.9,0.8,1.4,8.3,19.3,,6.4,2.7,9.1,.176,,2.3,0.2,2.6,2.9
103,John Roche\rochejo01,SG,24,TOT,84,2180,13.9,.539,.127,.214,1.5,3.8,2.7,22.2,1.2,0.4,16.9,19.4,,2.9,1.9,4.8,.105,,0.4,-0.7,-0.3,0.9
103,John Roche\rochejo01,SG,24,NYA,50,1254,14.6,.559,.148,.248,1.3,3.3,2.3,21.5,1.5,0.3,17.2,19.0,,2.0,1.1,3.2,.121,,0.7,-0.8,0.0,0.6
103,John Roche\rochejo01,SG,24,KEN,34,926,13.0,.514,.100,.171,1.8,4.5,3.2,23.2,0.8,0.5,16.4,19.8,,0.9,0.7,1.6,.083,,-0.1,-0.7,-0.8,0.3
104,Billy Schaeffer\schaebi01,SF,22,NYA,59,871,11.8,.523,.026,.157,5.7,10.2,8.0,5.6,1.3,0.6,12.6,18.7,,0.8,1.1,1.9,.104,,-2.2,-0.2,-2.4,-0.1
105,Bruce Seals\sealsbr01,SF,20,UTS,78,1358,11.2,.418,.149,.179,8.0,13.1,10.7,5.6,2.0,2.3,11.0,22.6,,-1.0,1.3,0.3,.010,,-3.4,-0.8,-4.2,-0.8
106,Billy Shepherd\shephbi01,PG,24,SDA,84,1738,11.4,.453,.381,.125,1.1,4.6,2.8,25.2,2.5,0.3,17.7,14.4,,0.5,0.8,1.3,.035,,-1.0,-0.1,-1.1,0.4
107,James Silas\silasja01,PG,24,SAA,84,3096,14.6,.550,.001,.413,2.9,9.2,6.0,15.5,1.5,0.2,15.5,19.7,,4.7,3.3,7.9,.123,,0.1,0.3,0.3,1.8
108,Walter Simon\simonwa01,SF,34,KEN,80,1164,14.1,.503,.026,.138,5.0,11.8,8.4,14.2,1.5,0.5,12.9,19.9,,1.1,1.5,2.7,.111,,-0.7,0.7,0.1,0.6
109,Ralph Simpson\simpsra01,SF,24,DNR,75,2244,15.4,.463,.017,.198,4.9,9.8,7.3,14.0,2.1,0.3,11.4,29.4,,0.3,2.0,2.3,.050,,-0.3,-0.5,-0.8,0.7
110,Al Smith\smithal01,PG,27,DNR,76,2435,12.0,.469,.092,.311,2.2,7.8,5.0,34.0,1.9,0.2,23.6,18.4,,0.0,1.8,1.8,.036,,-1.1,-0.8,-1.9,0.1
111,Willie Sojourner\sojouwi01,C,25,NYA,82,1316,12.3,.512,.007,.153,8.4,16.6,12.6,5.2,0.8,3.7,16.0,15.7,,0.8,2.2,3.0,.109,,-2.4,1.2,-1.3,0.2
112,Paul Stovall\stovapa01,SF,25,SDA,13,194,15.0,.541,.000,.603,9.6,17.9,13.6,8.0,0.9,1.5,18.5,21.5,,0.2,0.2,0.3,.081,,-2.1,-0.3,-2.4,0.0
113,Skeeter Swift\swiftsk01,SG,27,SAA,16,153,7.1,.416,.179,.299,3.5,7.9,5.7,14.6,1.0,0.0,14.6,24.9,,-0.2,0.1,0.0,-0.015,,-4.5,-0.9,-5.4,-0.2
114,Brian Taylor\taylobr01,PG,22,NYA,75,2505,12.7,.506,.038,.188,3.7,4.7,4.2,16.9,2.8,0.5,16.6,15.3,,2.0,3.3,5.3,.102,,-1.0,1.6,0.6,1.6
115,Fatty Taylor\taylofa01,PG,27,VIR,80,2812,10.8,.470,.027,.361,4.4,9.0,6.7,19.9,3.5,0.3,25.3,15.2,,-1.3,2.6,1.3,.023,,-2.5,1.4,-1.1,0.6
116,Oliver Taylor\taylool01,SG,26,TOT,31,519,10.5,.506,.027,.573,6.8,10.9,8.9,13.1,1.8,0.7,23.6,18.5,,-0.1,0.5,0.4,.041,,-1.8,-0.5,-2.3,0.0
116,Oliver Taylor\taylool01,SG,26,NYA,8,76,9.7,.458,.042,.625,6.6,11.5,9.1,15.8,1.8,0.0,22.7,20.2,,-0.1,0.1,0.0,.028,,-3.4,0.0,-3.5,0.0
116,Oliver Taylor\taylool01,SG,26,CAR,23,443,10.7,.515,.024,.563,6.9,10.8,8.8,12.6,1.8,0.8,23.8,18.3,,0.0,0.4,0.4,.043,,-1.5,-0.6,-2.1,0.0
117,Chuck Terry\terrych01,SF,23,SAA,61,1093,9.8,.482,.007,.139,6.6,10.0,8.3,9.4,0.8,0.3,9.6,13.5,,1.1,1.0,2.2,.095,,-1.5,0.0,-1.4,0.2
118,Claude Terry\terrycl01,SG,24,DNR,60,587,13.7,.526,.137,.271,4.3,7.9,6.1,18.2,1.0,0.3,16.6,22.5,,0.7,0.3,1.0,.078,,0.3,-1.0,-0.7,0.2
119,Ronald Thomas\thomaro01,PF,23,KEN,71,976,11.6,.489,.026,.231,10.9,16.9,13.9,8.2,2.3,0.4,19.1,14.7,,0.3,1.7,2.0,.098,,-2.5,1.4,-1.1,0.2
120,George Thompson\thompge01,SG,26,MMT,78,2732,18.9,.550,.048,.458,3.5,6.9,5.2,22.2,2.1,0.5,13.4,23.5,,6.9,0.7,7.7,.135,,2.2,-0.4,1.8,2.7
121,Dave Twardzik\twardda01,PG,23,VIR,57,1413,12.2,.568,.044,.624,3.7,9.1,6.4,16.5,1.9,0.3,21.3,15.2,,1.6,0.8,2.4,.081,,-1.3,0.2,-1.0,0.3
122,Bob Warren\warrebo01,SG,27,TOT,59,799,11.6,.493,.024,.286,7.2,6.8,6.9,13.0,1.3,0.9,17.8,18.5,,0.4,0.6,0.9,.056,,-0.9,-0.5,-1.4,0.1
122,Bob Warren\warrebo01,SG,27,UTS,23,313,12.7,.468,.041,.314,9.3,5.1,7.1,15.8,1.9,1.4,18.9,22.7,,0.0,0.1,0.1,.019,,-1.0,-1.0,-2.0,0.0
122,Bob Warren\warrebo01,SG,27,SAA,36,486,10.9,.515,.007,.261,5.7,7.9,6.8,11.2,0.9,0.6,16.7,15.8,,0.4,0.4,0.8,.080,,-0.8,-0.1,-1.0,0.1
123,Bernie Williams\willibe01,SG,28,VIR,6,51,4.8,.377,.105,.105,0.0,7.8,3.9,18.9,0.9,0.0,20.1,18.9,,-0.1,0.0,-0.1,-0.088,,-4.0,-0.7,-4.7,-0.1
124,Chuck Williams\willich02,PG,27,TOT,90,2876,13.0,.512,.013,.416,2.5,5.5,4.0,24.1,1.4,0.2,19.1,17.4,,2.5,1.4,3.8,.064,,-0.8,-0.9,-1.7,0.2
124,Chuck Williams\willich02,PG,27,SDA,57,1954,14.2,.522,.014,.431,2.8,5.4,4.1,24.4,1.4,0.2,17.8,18.1,,2.4,0.5,2.9,.071,,-0.1,-1.2,-1.4,0.3
124,Chuck Williams\willich02,PG,27,KEN,33,922,10.3,.487,.012,.379,1.9,5.8,3.9,23.3,1.3,0.2,22.4,16.1,,0.1,0.9,1.0,.050,,-2.1,-0.3,-2.5,-0.1
125,John Williamson\willijo01,SG,22,NYA,77,2264,13.5,.524,.011,.193,3.0,6.2,4.6,14.6,1.7,0.7,16.3,21.8,,1.6,2.6,4.2,.089,,-1.3,0.0,-1.3,0.4
126,Willie Wise\wisewi01,SF,26,UTS,82,3292,20.1,.544,.011,.344,5.6,13.7,9.8,13.8,1.7,0.7,10.7,23.9,,8.0,2.5,10.5,.153,,2.8,-0.5,2.3,3.6
127,Joby Wright\wrighjo01,PF,23,MMT,3,31,7.4,.355,.000,.125,29.9,16.9,23.4,0.0,0.0,1.8,19.2,27.6,,-0.1,0.0,-0.1,-0.097,,-4.5,-1.2,-5.7,-0.1
128,Dennis Wuycik\wuycide01,SF,23,CAR,49,492,13.1,.509,.011,.405,10.9,11.9,11.4,8.6,1.5,0.5,15.2,21.0,,0.5,0.4,0.9,.092,,-1.3,-1.4,-2.6,-0.1
