Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
87,Billy Schaeffer\schaebi01,SF,24,TOT,51,637,12.2,.486,.039,.244,5.8,11.7,8.6,8.5,1.3,0.7,10.9,19.0,,0.5,0.3,0.8,.060,,-1.5,-0.8,-2.3,0.0
87,Billy Schaeffer\schaebi01,SF,24,NYA,20,119,15.9,.445,.117,.117,7.9,9.8,8.8,11.5,2.3,0.9,8.0,28.2,,0.1,0.1,0.2,.084,,-1.9,-0.3,-2.3,0.0
87,Billy Schaeffer\schaebi01,SF,24,VIR,31,518,11.3,.503,.006,.298,5.3,12.1,8.6,7.8,1.1,0.7,12.0,16.9,,0.4,0.2,0.6,.054,,-1.4,-1.0,-2.3,0.0
88,James Silas\silasja01,PG,26,SAA,84,3112,21.2,.599,.001,.467,3.7,6.9,5.4,20.0,2.2,0.4,13.2,23.8,,10.5,2.7,13.1,.202,,3.4,0.0,3.4,4.2
89,Ralph Simpson\simpsra01,SG,26,DNA,84,3121,15.7,.555,.020,.289,4.0,9.8,7.1,23.9,2.1,0.4,20.9,20.5,,3.4,3.0,6.3,.097,,1.1,-0.4,0.7,2.1
90,Al Skinner\skinnal01,SG,23,NYA,83,2082,14.3,.535,.011,.343,4.3,9.9,7.0,17.7,2.0,1.3,17.3,17.9,,2.5,2.4,4.9,.114,,-0.3,0.9,0.6,1.4
91,Al Smith\smithal01,PG,29,UTS,15,392,12.1,.527,.162,.562,3.5,6.2,4.9,23.1,1.2,0.3,18.1,16.0,,0.6,0.0,0.6,.071,,0.4,-1.4,-1.0,0.1
92,Ken Smith\smithke02,SF,22,SAA,19,164,10.6,.455,.060,.193,5.7,8.8,7.3,5.7,1.1,0.0,8.2,23.0,,0.1,0.1,0.2,.045,,-3.2,-1.6,-4.8,-0.1
93,Brian Taylor\taylobr01,PG,24,NYA,54,1733,17.2,.555,.105,.286,3.8,5.2,4.5,16.4,3.3,0.7,15.8,21.3,,2.7,2.1,4.8,.133,,1.3,1.3,2.6,2.0
94,Fatty Taylor\taylofa01,PG,29,VIR,76,2483,10.4,.460,.085,.288,4.5,9.4,6.8,21.4,3.7,0.3,26.8,14.0,,-1.6,2.1,0.4,.009,,-2.7,1.4,-1.2,0.5
95,Chuck Terry\terrych01,SF,25,NYA,66,970,7.0,.425,.085,.118,4.4,9.9,7.1,4.8,1.7,0.3,7.5,11.0,,0.2,1.0,1.2,.060,,-3.4,0.6,-2.8,-0.2
96,Claude Terry\terrycl01,SG,26,DNA,79,1349,10.9,.517,.110,.178,3.3,7.5,5.5,13.1,1.3,0.2,15.1,17.4,,1.0,0.8,1.8,.065,,-1.3,-1.1,-2.3,-0.1
97,Ronald Thomas\thomaro01,PF,25,KEN,83,1117,12.9,.509,.007,.339,12.9,18.8,15.9,7.5,2.5,0.9,18.2,13.3,,0.9,1.9,2.7,.117,,-0.9,1.4,0.5,0.7
98,David Thompson*\thompda01,SF,21,DNA,83,3101,21.1,.578,.012,.435,7.7,8.8,8.3,13.4,1.9,1.6,11.8,25.3,,9.5,3.0,12.4,.193,,3.9,-0.2,3.7,4.4
99,Monte Towe\towemo01,PG,22,DNA,64,576,9.1,.476,.235,.246,1.1,7.8,4.7,27.0,2.8,0.4,29.0,18.0,,-0.5,0.6,0.1,.006,,-3.3,-0.2,-3.5,-0.2
100,Dave Twardzik\twardda01,PG,25,VIR,43,871,12.2,.570,.074,.644,3.1,7.3,5.1,19.5,3.2,0.2,25.1,16.0,,0.5,0.5,1.1,.059,,-2.2,0.8,-1.4,0.1
101,Jan van Breda Kolff\vanbrja01,SF,24,TOT,80,1978,12.9,.533,.012,.406,7.0,14.7,10.8,12.0,1.5,2.6,20.0,13.7,,1.5,1.9,3.4,.083,,0.0,1.2,1.2,1.6
101,Jan van Breda Kolff\vanbrja01,SF,24,VIR,37,1117,13.2,.518,.014,.439,6.9,14.9,10.8,12.3,1.4,2.5,18.5,14.6,,0.8,0.7,1.6,.067,,0.1,0.6,0.8,0.8
101,Jan van Breda Kolff\vanbrja01,SF,24,KEN,43,861,12.5,.557,.010,.354,7.1,14.4,10.9,11.6,1.5,2.6,22.4,12.7,,0.7,1.2,1.9,.103,,-0.2,2.0,1.8,0.8
102,Dennis Van Zant\vanzade01,PF,23,SAA,1,2,39.3,1.136,,,0.0,48.0,24.9,0.0,0.0,0.0,0.0,16.9,,0.0,0.0,0.0,.856,,-4.5,0.1,-4.4,0.0
103,David Vaughn\vaughda01,C,23,VIR,10,86,6.0,.397,.000,.242,8.9,13.3,11.0,4.9,0.0,1.2,12.0,18.1,,-0.1,0.0,-0.1,-0.034,,-4.3,-1.1,-5.4,-0.1
104,Henry Ward\wardhe01,SG,24,SAA,61,688,11.5,.478,.069,.081,6.8,13.2,10.1,6.9,1.0,0.8,11.5,21.8,,0.1,0.6,0.7,.048,,-2.3,-1.7,-4.0,-0.3
105,Bob Warren\warrebo01,SG,29,SDS,10,265,13.6,.531,.037,.395,9.6,12.2,10.8,12.7,1.6,1.2,19.5,17.6,,0.2,0.3,0.6,.102,,-0.9,0.8,-0.1,0.1
106,Donald Washington\washido01,PF,23,UTS,6,58,12.2,.667,.000,.000,7.2,15.6,11.5,7.3,0.8,0.9,14.3,14.2,,0.1,0.0,0.2,.126,,-3.3,0.1,-3.2,0.0
107,Marvin Webster\webstma01,C,23,DNA,38,398,18.1,.535,.008,.650,16.5,25.5,21.3,8.8,1.0,6.4,19.8,17.9,,0.5,0.8,1.3,.155,,-0.1,1.7,1.6,0.4
108,Chuck Williams\willich02,PG,29,DNA,79,2529,11.4,.569,.006,.350,1.7,6.1,4.1,17.1,2.0,0.1,19.1,13.8,,2.9,1.8,4.7,.089,,-1.1,0.1,-1.0,0.6
109,John Williamson\willijo01,SG,24,NYA,76,2255,13.1,.491,.036,.201,2.9,5.2,4.0,12.1,1.5,0.8,12.8,24.3,,1.0,1.8,2.8,.060,,-1.3,-1.0,-2.3,-0.2
110,Skip Wise\wisesk01,PG,20,SAA,2,10,2.5,.500,.000,.000,10.3,19.2,14.9,13.2,0.0,0.0,33.3,23.1,,0.0,0.0,0.0,-0.088,,-4.9,-0.2,-5.0,0.0
111,Willie Wise\wisewi01,SF,28,VIR,46,1343,12.5,.468,.010,.294,6.3,13.4,9.7,13.9,1.8,0.5,15.7,22.3,,-0.1,0.7,0.6,.020,,-1.2,-1.1,-2.3,-0.1
112,Joby Wright\wrighjo01,PF,25,TOT,23,305,7.8,.481,.000,.349,9.0,10.1,9.6,1.0,0.8,0.7,16.0,18.7,,-0.1,0.1,0.0,.002,,-4.0,-1.5,-5.4,-0.4
112,Joby Wright\wrighjo01,PF,25,SDS,10,105,7.7,.573,.000,.370,6.3,14.4,10.2,0.0,1.8,1.0,25.9,15.9,,-0.1,0.1,0.1,.027,,-4.7,0.4,-4.3,-0.1
112,Joby Wright\wrighjo01,PF,25,VIR,13,200,7.8,.451,.000,.341,10.5,7.8,9.2,1.5,0.2,0.5,12.1,20.2,,0.0,0.0,0.0,-0.011,,-3.6,-2.4,-6.0,-0.3
